Order_ID,Order_Date,Customer_ID,Customer_Age,Customer_Gender,Region,State,City,Product_Category,Quantity,Unit_Price,Total_Amount,Channel
ORD-100664,2024-09-22,CUST-1326,21,Female,Northeast,Massachusetts,Springfield,Home,2,272.16,544.32,Online
ORD-100665,2024-01-15,CUST-2479,43,Female,Midwest,Illinois,Chicago,Sports,2,140.05,280.1,In-Store
ORD-100666,2024-12-11,CUST-5125,49,Female,Midwest,Michigan,Detroit,Home,6,253.05,1518.3,In-Store
ORD-100667,2023-04-29,CUST-7928,31,Male,Midwest,Illinois,Aurora,Beauty,7,37.97,265.79,Online
ORD-100668,2024-10-01,CUST-9740,41,Female,Northeast,Massachusetts,Springfield,Beauty,8,85.1,680.8,In-Store
ORD-100669,2022-10-24,CUST-6947,48,Female,South,Texas,Austin,Sports,1,213.54,213.54,In-Store
ORD-100670,2022-04-22,CUST-4926,34,Female,South,Georgia,Athens,Home,2,169.77,339.54,Online
ORD-100671,2024-06-25,CUST-7364,18,Female,West,Washington,Spokane,Electronics,4,213.58,854.32,In-Store
ORD-100672,2022-11-25,CUST-8190,58,Male,West,California,San Diego,Electronics,8,309.1,2472.8,Online
ORD-100673,2023-11-13,CUST-7920,74,Female,Northeast,New York,Rochester,Home,2,118.52,237.04,In-Store
ORD-100674,2023-11-01,CUST-8426,62,Male,Northeast,Pennsylvania,Allentown,Clothing,8,121.79,974.32,Online
ORD-100675,2024-03-31,CUST-4278,58,Male,Northeast,New York,New York,Clothing,3,129.34,388.02,In-Store
ORD-100676,2023-10-17,CUST-8397,48,Female,Midwest,Ohio,Columbus,Sports,6,203.89,1223.34,Online
ORD-100677,2024-04-28,CUST-7022,29,Male,West,Colorado,Denver,Electronics,1,557.71,557.71,In-Store
ORD-100678,2023-04-14,CUST-2457,47,Male,Midwest,Illinois,Aurora,Sports,7,158.09,1106.63,Online
ORD-100679,2024-01-24,CUST-3787,54,Male,West,Washington,Tacoma,Beauty,2,34.69,69.38,Online
ORD-100680,2023-06-30,CUST-5717,65,Female,Midwest,Ohio,Columbus,Sports,4,248.9,995.6,Online
ORD-100681,2023-01-23,CUST-7853,29,Male,Midwest,Illinois,Aurora,Home,4,192.95,771.8,In-Store
ORD-100682,2024-01-28,CUST-8506,23,Male,Midwest,Ohio,Cincinnati,Beauty,4,88.47,353.88,In-Store
ORD-100683,2023-06-09,CUST-2196,24,Female,Northeast,Massachusetts,Boston,Beauty,6,119.64,717.84,In-Store
ORD-100684,2022-04-04,CUST-1087,34,Female,West,Washington,Spokane,Home,3,291.06,873.18,Online
ORD-100685,2023-01-03,CUST-5264,28,Female,South,Florida,Miami,Electronics,6,440.64,2643.84,Online
ORD-100686,2023-06-18,CUST-2914,38,Male,Midwest,Ohio,Cleveland,Home,7,99.22,694.54,In-Store
ORD-100687,2023-06-25,CUST-9470,38,Male,Midwest,Ohio,Cincinnati,Beauty,3,71.12,213.36,In-Store
ORD-100688,2024-06-20,CUST-1871,30,Male,Midwest,Illinois,Chicago,Beauty,5,27.99,139.95,Online
ORD-100689,2022-08-26,CUST-9108,20,Male,West,Washington,Spokane,Electronics,3,118.01,354.03,Online
ORD-100690,2023-08-05,CUST-3959,71,Male,South,Georgia,Athens,Sports,4,154.22,616.88,In-Store
ORD-100691,2024-12-13,CUST-3958,44,Female,Midwest,Ohio,Cincinnati,Electronics,6,64.28,385.68,In-Store
ORD-100692,2022-09-07,CUST-7458,41,Female,Northeast,Massachusetts,Boston,Electronics,2,303.13,606.26,In-Store
ORD-100693,2024-09-09,CUST-8439,58,Female,Northeast,Massachusetts,Boston,Sports,8,94.73,757.84,In-Store
ORD-100694,2022-09-22,CUST-4463,73,Male,South,Florida,Miami,Electronics,7,100.9,706.3,Online
ORD-100695,2023-05-07,CUST-7535,23,Male,Midwest,Illinois,Aurora,Beauty,5,81.19,405.95,In-Store
ORD-100696,2022-11-12,CUST-2975,37,Female,West,Colorado,Boulder,Sports,3,102.58,307.74,Online
ORD-100697,2024-01-23,CUST-9399,30,Female,West,Washington,Spokane,Sports,7,40.75,285.25,Online
ORD-100698,2024-01-25,CUST-4053,45,Female,Northeast,New York,Rochester,Home,8,209.4,1675.2,In-Store
ORD-100699,2022-11-14,CUST-9115,51,Female,Northeast,Massachusetts,Worcester,Beauty,2,109.79,219.58,Online
ORD-100700,2022-11-01,CUST-3093,61,Female,Midwest,Michigan,Grand Rapids,Home,1,174.28,174.28,In-Store
ORD-100701,2024-11-17,CUST-2763,50,Male,Northeast,Massachusetts,Springfield,Sports,5,101.76,508.8,Online
ORD-100702,2024-10-28,CUST-1266,25,Female,West,California,Los Angeles,Beauty,1,19.16,19.16,In-Store
ORD-100703,2023-09-02,CUST-6143,55,Female,West,Colorado,Boulder,Home,3,79.1,237.3,Online
ORD-100704,2023-06-16,CUST-2742,45,Female,Northeast,Massachusetts,Boston,Electronics,3,410.69,1232.07,Online
ORD-100705,2024-04-09,CUST-8974,37,Female,South,Georgia,Athens,Beauty,5,19.64,98.2,Online
ORD-100706,2023-01-26,CUST-2833,70,Male,Midwest,Illinois,Chicago,Beauty,3,81.47,244.41,Online
ORD-100707,2023-01-26,CUST-2410,37,Female,Midwest,Ohio,Cleveland,Electronics,2,141.36,282.72,Online
ORD-100708,2024-06-30,CUST-8947,48,Male,West,Colorado,Denver,Clothing,5,91.87,459.35,In-Store
ORD-100709,2022-04-15,CUST-6469,18,Male,West,Washington,Spokane,Sports,5,28.51,142.55,Online
ORD-100710,2024-11-17,CUST-8993,32,Female,Northeast,Massachusetts,Springfield,Home,2,95.0,190.0,In-Store
ORD-100711,2024-08-27,CUST-2915,49,Female,South,Florida,Tampa,Beauty,1,27.75,27.75,In-Store
ORD-100712,2024-08-19,CUST-6633,46,Male,Midwest,Michigan,Ann Arbor,Home,8,56.72,453.76,Online
ORD-100713,2024-03-10,CUST-7829,71,Female,South,Florida,Miami,Sports,4,84.97,339.88,In-Store
ORD-100714,2024-09-15,CUST-3115,29,Male,West,California,San Diego,Beauty,5,35.82,179.1,Online
ORD-100715,2022-02-07,CUST-6878,74,Male,Midwest,Illinois,Naperville,Electronics,2,235.75,471.5,Online
ORD-100716,2023-04-10,CUST-2977,53,Male,South,Florida,Orlando,Electronics,5,542.97,2714.85,In-Store
ORD-100717,2024-11-21,CUST-2706,63,Male,West,Washington,Seattle,Electronics,2,502.99,1005.98,Online
ORD-100718,2022-08-04,CUST-3736,58,Male,Midwest,Ohio,Columbus,Home,8,233.35,1866.8,Online
ORD-100719,2022-07-23,CUST-3527,59,Male,Midwest,Illinois,Chicago,Beauty,7,94.61,662.27,Online
ORD-100720,2024-08-28,CUST-6592,36,Female,Northeast,Massachusetts,Worcester,Beauty,6,79.24,475.44,Online
ORD-100721,2024-12-20,CUST-7909,68,Male,West,Washington,Spokane,Beauty,6,113.81,682.86,Online
ORD-100722,2022-01-21,CUST-9476,22,Male,South,Florida,Miami,Beauty,1,53.26,53.26,Online
ORD-100723,2022-11-06,CUST-1947,58,Other,South,Florida,Orlando,Sports,5,185.96,929.8,Online
ORD-100724,2023-12-06,CUST-1129,70,Male,Midwest,Michigan,Grand Rapids,Beauty,4,107.63,430.52,In-Store
ORD-100725,2024-06-24,CUST-6656,74,Female,West,California,San Diego,Electronics,1,345.59,345.59,Online
ORD-100726,2022-09-16,CUST-9527,52,Male,Northeast,Pennsylvania,Allentown,Home,6,231.97,1391.82,Online
ORD-100727,2022-02-27,CUST-9846,55,Male,South,Georgia,Savannah,Sports,2,188.36,376.72,In-Store
ORD-100728,2023-06-16,CUST-9314,40,Male,Northeast,Massachusetts,Worcester,Sports,1,124.22,124.22,In-Store
ORD-100729,2024-12-28,CUST-4831,40,Male,Midwest,Michigan,Grand Rapids,Sports,4,44.2,176.8,Online
ORD-100730,2023-01-30,CUST-6919,47,Male,West,Washington,Seattle,Electronics,1,283.69,283.69,Online
ORD-100731,2023-03-16,CUST-8309,22,Male,West,Colorado,Colorado Springs,Sports,7,220.56,1543.92,Online
ORD-100732,2024-05-17,CUST-8210,62,Female,West,Colorado,Boulder,Clothing,3,83.28,249.84,Online
ORD-100733,2024-07-26,CUST-3119,63,Female,Northeast,Pennsylvania,Philadelphia,Beauty,8,13.59,108.72,Online
ORD-100734,2024-01-27,CUST-2945,56,Female,Northeast,New York,Buffalo,Sports,5,29.26,146.3,Online
ORD-100735,2024-01-31,CUST-5995,41,Male,West,California,Los Angeles,Clothing,7,21.57,150.99,In-Store
ORD-100736,2023-08-04,CUST-4532,29,Female,West,California,Los Angeles,Sports,6,35.54,213.24,Online
ORD-100737,2024-09-12,CUST-6074,54,Male,South,Florida,Orlando,Sports,3,195.25,585.75,Online
ORD-100738,2024-08-01,CUST-8371,60,Male,South,Texas,Austin,Sports,7,109.06,763.42,In-Store
ORD-100739,2023-11-26,CUST-9863,20,Female,West,Colorado,Boulder,Electronics,3,438.96,1316.88,Online
ORD-100740,2023-09-25,CUST-3028,59,Female,Midwest,Michigan,Ann Arbor,Sports,1,240.18,240.18,Online
ORD-100741,2024-09-01,CUST-9235,75,Male,Midwest,Illinois,Aurora,Clothing,4,127.01,508.04,In-Store
ORD-100742,2024-06-28,CUST-2386,69,Female,South,Florida,Tampa,Electronics,8,524.09,4192.72,Online
ORD-100743,2024-06-14,CUST-3957,44,Male,South,Florida,Orlando,Electronics,2,588.88,1177.76,Online
ORD-100744,2023-08-08,CUST-3359,29,Male,Northeast,New York,Buffalo,Beauty,3,16.48,49.44,In-Store
ORD-100745,2023-01-07,CUST-1445,63,Male,West,California,San Diego,Clothing,7,135.56,948.92,Online
ORD-100746,2022-09-05,CUST-1849,30,Male,Midwest,Ohio,Cincinnati,Sports,7,238.35,1668.45,Online
ORD-100747,2023-10-14,CUST-8615,53,Male,West,California,San Diego,Clothing,1,51.34,51.34,In-Store
ORD-100748,2022-07-27,CUST-5035,66,Female,Midwest,Ohio,Cincinnati,Beauty,8,19.23,153.84,In-Store
ORD-100749,2023-02-21,CUST-3332,41,Female,Midwest,Illinois,Naperville,Beauty,8,14.6,116.8,In-Store
ORD-100750,2023-08-16,CUST-3742,18,Male,West,Washington,Tacoma,Home,7,299.79,2098.53,In-Store
ORD-100751,2023-03-12,CUST-9361,36,Male,Northeast,Massachusetts,Boston,Beauty,2,101.35,202.7,In-Store
ORD-100752,2023-07-27,CUST-8077,31,Female,South,Georgia,Savannah,Home,8,96.44,771.52,In-Store
ORD-100753,2023-10-21,CUST-6597,31,Male,South,Texas,Austin,Clothing,1,97.19,97.19,Online
ORD-100754,2022-01-20,CUST-3843,44,Female,West,Washington,Tacoma,Electronics,2,346.26,692.52,In-Store
ORD-100755,2024-06-30,CUST-3022,40,Other,West,Colorado,Boulder,Beauty,3,102.31,306.93,In-Store
ORD-100756,2022-01-18,CUST-3044,47,Male,Midwest,Ohio,Columbus,Clothing,1,117.39,117.39,In-Store
ORD-100757,2024-01-03,CUST-4137,23,Female,South,Georgia,Atlanta,Clothing,8,145.59,1164.72,Online
ORD-100758,2024-10-06,CUST-4425,18,Male,West,California,San Diego,Sports,8,59.21,473.68,Online
ORD-100759,2022-12-26,CUST-2070,55,Male,Northeast,New York,Buffalo,Sports,4,222.63,890.52,In-Store
ORD-100760,2023-07-16,CUST-4143,72,Female,South,Georgia,Athens,Beauty,1,113.17,113.17,In-Store
ORD-100761,2022-04-17,CUST-6292,45,Female,West,Washington,Seattle,Sports,8,133.98,1071.84,Online
ORD-100762,2022-03-31,CUST-4678,21,Male,West,Colorado,Boulder,Home,1,129.72,129.72,Online
ORD-100763,2022-02-21,CUST-4696,62,Male,Northeast,New York,New York,Clothing,6,56.96,341.76,In-Store
ORD-100764,2022-07-18,CUST-1456,48,Male,Northeast,Pennsylvania,Allentown,Home,5,89.2,446.0,Online
ORD-100765,2023-11-29,CUST-1891,70,Male,Midwest,Illinois,Naperville,Sports,8,195.74,1565.92,In-Store
ORD-100766,2022-09-13,CUST-2401,21,Female,West,Washington,Tacoma,Electronics,3,84.1,252.3,In-Store
ORD-100767,2022-04-23,CUST-5939,57,Female,Northeast,New York,Rochester,Electronics,1,212.2,212.2,Online
ORD-100768,2022-07-16,CUST-7735,32,Female,Northeast,Massachusetts,Worcester,Beauty,7,106.79,747.53,In-Store
ORD-100769,2023-11-27,CUST-1425,47,Female,Midwest,Illinois,Chicago,Electronics,2,376.09,752.18,In-Store
ORD-100770,2022-09-16,CUST-9337,34,Male,West,Colorado,Colorado Springs,Beauty,3,36.75,110.25,In-Store
ORD-100771,2022-05-04,CUST-3091,37,Female,South,Florida,Tampa,Sports,3,53.9,161.7,Online
ORD-100772,2023-12-04,CUST-5768,41,Other,Midwest,Illinois,Chicago,Sports,1,117.07,117.07,Online
ORD-100773,2023-02-15,CUST-4297,68,Male,Midwest,Michigan,Grand Rapids,Beauty,6,103.72,622.32,Online
ORD-100774,2023-11-19,CUST-5909,44,Male,Northeast,Massachusetts,Boston,Beauty,4,111.19,444.76,In-Store
ORD-100775,2023-04-17,CUST-8643,57,Male,West,Colorado,Boulder,Beauty,4,54.03,216.12,In-Store
ORD-100776,2022-01-14,CUST-6944,18,Male,Northeast,Pennsylvania,Philadelphia,Clothing,5,74.46,372.3,In-Store
ORD-100777,2024-01-08,CUST-1719,19,Male,South,Texas,Houston,Home,3,115.15,345.45,Online
ORD-100778,2023-01-01,CUST-4211,19,Male,South,Texas,Houston,Clothing,7,103.41,723.87,In-Store
ORD-100779,2023-11-25,CUST-4444,37,Male,South,Florida,Tampa,Clothing,7,133.58,935.06,Online
ORD-100780,2022-10-23,CUST-3142,68,Male,West,Colorado,Boulder,Home,7,293.55,2054.85,Online
ORD-100781,2022-04-05,CUST-4098,72,Female,Midwest,Ohio,Columbus,Electronics,5,530.07,2650.35,In-Store
ORD-100782,2024-09-28,CUST-4428,64,Male,West,Colorado,Colorado Springs,Electronics,3,329.74,989.22,In-Store
ORD-100783,2024-11-08,CUST-7131,49,Female,Midwest,Ohio,Cincinnati,Home,8,220.38,1763.04,Online
ORD-100784,2023-07-04,CUST-7569,58,Female,Northeast,New York,New York,Clothing,8,131.53,1052.24,Online
ORD-100785,2023-09-19,CUST-7963,74,Male,Midwest,Ohio,Cleveland,Sports,2,50.9,101.8,Online
ORD-100786,2024-06-29,CUST-9500,40,Male,Northeast,Massachusetts,Springfield,Sports,6,118.0,708.0,Online
ORD-100787,2024-04-17,CUST-7021,69,Female,South,Florida,Miami,Clothing,8,46.56,372.48,In-Store
ORD-100788,2024-01-06,CUST-2350,36,Female,Northeast,Massachusetts,Boston,Electronics,2,89.24,178.48,Online
ORD-100789,2023-02-15,CUST-6468,30,Female,South,Florida,Tampa,Home,4,217.58,870.32,In-Store
ORD-100790,2023-06-19,CUST-1139,67,Male,South,Florida,Orlando,Sports,1,128.56,128.56,Online
ORD-100791,2022-11-02,CUST-7512,32,Male,Midwest,Ohio,Columbus,Sports,8,186.18,1489.44,Online
ORD-100792,2022-06-25,CUST-6129,72,Male,West,California,San Diego,Beauty,1,51.22,51.22,Online
ORD-100793,2022-09-20,CUST-6006,65,Male,South,Florida,Miami,Beauty,7,85.43,598.01,Online
ORD-100794,2023-09-06,CUST-6342,55,Male,Northeast,New York,New York,Home,7,294.45,2061.15,Online
ORD-100795,2024-03-11,CUST-2043,52,Male,West,California,San Diego,Sports,8,166.97,1335.76,Online
ORD-100796,2022-12-18,CUST-2709,61,Female,Northeast,Pennsylvania,Allentown,Beauty,1,30.54,30.54,Online
ORD-100797,2024-03-01,CUST-5650,31,Male,Northeast,Massachusetts,Boston,Home,1,68.11,68.11,In-Store
ORD-100798,2024-04-21,CUST-7407,28,Other,Midwest,Michigan,Grand Rapids,Beauty,2,52.79,105.58,In-Store
ORD-100799,2023-02-27,CUST-3128,73,Male,West,Colorado,Colorado Springs,Beauty,3,76.41,229.23,In-Store
ORD-100800,2023-02-20,CUST-9232,63,Female,South,Texas,Houston,Clothing,8,23.64,189.12,Online
ORD-100801,2023-05-21,CUST-9615,39,Female,West,Washington,Spokane,Sports,1,189.58,189.58,Online
ORD-100802,2024-07-23,CUST-6681,62,Female,South,Florida,Tampa,Clothing,7,48.63,340.41,In-Store
ORD-100803,2024-06-03,CUST-8501,42,Female,Midwest,Michigan,Ann Arbor,Electronics,7,434.25,3039.75,Online
ORD-100804,2022-11-20,CUST-5485,74,Female,South,Georgia,Atlanta,Clothing,8,70.52,564.16,In-Store
ORD-100805,2022-09-06,CUST-7041,22,Female,South,Florida,Orlando,Clothing,5,43.0,215.0,Online
ORD-100806,2022-02-24,CUST-2199,58,Female,West,Washington,Spokane,Beauty,4,53.63,214.52,Online
ORD-100807,2022-08-23,CUST-3236,38,Female,West,Washington,Spokane,Electronics,2,351.64,703.28,Online
ORD-100808,2024-06-15,CUST-3297,48,Female,Midwest,Illinois,Chicago,Sports,2,60.76,121.52,Online
ORD-100809,2024-03-11,CUST-3759,22,Female,Northeast,Pennsylvania,Pittsburgh,Clothing,8,63.34,506.72,Online
ORD-100810,2022-03-12,CUST-9721,31,Male,Northeast,Pennsylvania,Allentown,Electronics,7,429.69,3007.83,Online
ORD-100811,2022-01-10,CUST-1797,67,Male,Midwest,Illinois,Aurora,Clothing,4,27.34,109.36,Online
ORD-100812,2022-01-30,CUST-6523,70,Male,Northeast,New York,New York,Clothing,3,20.94,62.82,Online
ORD-100813,2023-11-01,CUST-6286,53,Female,Midwest,Michigan,Grand Rapids,Beauty,2,35.56,71.12,Online
ORD-100814,2023-10-25,CUST-3844,18,Male,South,Texas,Dallas,Clothing,8,44.71,357.68,In-Store
ORD-100815,2023-07-25,CUST-7045,20,Male,Midwest,Ohio,Cleveland,Sports,8,246.11,1968.88,Online
ORD-100816,2022-12-18,CUST-5127,24,Female,West,Colorado,Colorado Springs,Clothing,6,38.67,232.02,In-Store
ORD-100817,2023-10-14,CUST-8899,22,Male,West,Washington,Tacoma,Clothing,1,46.4,46.4,In-Store
ORD-100818,2022-09-12,CUST-6060,33,Female,Midwest,Michigan,Detroit,Electronics,3,255.99,767.97,Online
ORD-100819,2022-11-07,CUST-7156,31,Female,Midwest,Michigan,Ann Arbor,Beauty,6,24.77,148.62,Online
ORD-100820,2022-03-23,CUST-9533,68,Other,South,Texas,Houston,Home,6,87.83,526.98,Online
ORD-100821,2023-05-24,CUST-4644,56,Female,South,Texas,Dallas,Electronics,2,528.43,1056.86,Online
ORD-100822,2023-01-30,CUST-1853,58,Other,Midwest,Illinois,Chicago,Clothing,4,46.9,187.6,Online
ORD-100823,2024-08-14,CUST-6103,28,Female,Midwest,Ohio,Columbus,Sports,4,89.71,358.84,Online
ORD-100824,2023-02-17,CUST-5454,73,Female,Northeast,Massachusetts,Worcester,Beauty,3,61.78,185.34,Online
ORD-100825,2024-06-06,CUST-3553,70,Female,West,California,San Diego,Beauty,2,93.47,186.94,In-Store
ORD-100826,2022-11-09,CUST-3878,34,Male,South,Florida,Orlando,Beauty,8,17.91,143.28,Online
ORD-100827,2024-08-19,CUST-4206,27,Female,Northeast,New York,Rochester,Home,8,133.28,1066.24,Online
ORD-100828,2024-03-19,CUST-7113,42,Female,Northeast,Massachusetts,Boston,Electronics,7,562.67,3938.69,Online
ORD-100829,2024-06-12,CUST-5182,67,Female,South,Georgia,Athens,Beauty,6,86.61,519.66,In-Store
ORD-100830,2024-05-18,CUST-5043,33,Male,South,Georgia,Athens,Electronics,3,193.73,581.19,Online
ORD-100831,2022-10-29,CUST-5166,33,Female,Midwest,Illinois,Chicago,Electronics,7,268.72,1881.04,Online
ORD-100832,2022-06-14,CUST-9495,30,Female,Midwest,Ohio,Cleveland,Home,7,184.1,1288.7,In-Store
ORD-100833,2022-07-02,CUST-2790,58,Female,South,Texas,Dallas,Clothing,7,109.37,765.59,Online
ORD-100834,2022-12-11,CUST-9056,18,Male,West,Colorado,Boulder,Home,7,67.78,474.46,Online
ORD-100835,2022-10-03,CUST-4244,49,Male,Northeast,Massachusetts,Springfield,Clothing,3,42.13,126.39,In-Store
ORD-100836,2023-01-28,CUST-5249,75,Female,West,Colorado,Colorado Springs,Electronics,3,93.9,281.7,Online
ORD-100837,2022-09-13,CUST-5534,22,Male,Midwest,Ohio,Cleveland,Electronics,1,83.58,83.58,In-Store
ORD-100838,2022-01-15,CUST-1685,24,Male,Northeast,Massachusetts,Springfield,Sports,5,234.39,1171.95,Online
ORD-100839,2023-11-22,CUST-8036,39,Male,South,Florida,Miami,Home,7,125.96,881.72,Online
ORD-100840,2023-12-31,CUST-6410,69,Male,West,Colorado,Boulder,Clothing,1,96.26,96.26,In-Store
ORD-100841,2023-07-27,CUST-5072,41,Male,West,Colorado,Boulder,Clothing,1,148.13,148.13,In-Store
ORD-100842,2023-10-22,CUST-1272,58,Male,Northeast,Pennsylvania,Pittsburgh,Beauty,4,76.74,306.96,Online
ORD-100843,2022-06-16,CUST-6707,45,Female,West,Colorado,Colorado Springs,Electronics,7,211.62,1481.34,Online
ORD-100844,2022-10-21,CUST-9520,74,Female,Northeast,New York,Buffalo,Electronics,5,507.79,2538.95,In-Store
ORD-100845,2024-08-14,CUST-3753,75,Male,Northeast,Massachusetts,Springfield,Sports,4,75.97,303.88,Online
ORD-100846,2022-07-03,CUST-2728,45,Other,Northeast,New York,Buffalo,Beauty,5,34.24,171.2,Online
ORD-100847,2024-09-02,CUST-3016,60,Male,West,California,San Jose,Home,4,280.9,1123.6,In-Store
ORD-100848,2022-05-13,CUST-6623,42,Female,West,Colorado,Colorado Springs,Sports,7,205.94,1441.58,Online
ORD-100849,2022-08-25,CUST-5767,23,Male,South,Georgia,Athens,Clothing,2,92.33,184.66,Online
ORD-100850,2023-10-04,CUST-7229,54,Female,South,Texas,Austin,Sports,4,214.84,859.36,In-Store
ORD-100851,2023-10-17,CUST-6980,69,Female,Midwest,Michigan,Ann Arbor,Sports,4,44.51,178.04,Online
ORD-100852,2024-08-01,CUST-6176,27,Female,South,Texas,Dallas,Beauty,3,76.16,228.48,Online
ORD-100853,2022-03-12,CUST-6245,37,Female,Northeast,Massachusetts,Springfield,Sports,8,165.15,1321.2,Online
ORD-100854,2023-08-20,CUST-7171,21,Other,South,Texas,Austin,Clothing,4,109.56,438.24,Online
ORD-100855,2023-01-02,CUST-8987,64,Male,Midwest,Illinois,Naperville,Beauty,6,56.47,338.82,Online
ORD-100856,2023-12-15,CUST-7412,43,Male,South,Florida,Tampa,Clothing,7,28.14,196.98,Online
ORD-100857,2022-04-21,CUST-5981,47,Female,Midwest,Ohio,Cincinnati,Beauty,5,108.69,543.45,Online
ORD-100858,2023-02-05,CUST-1149,41,Female,Northeast,Pennsylvania,Philadelphia,Beauty,7,84.74,593.18,Online
ORD-100859,2022-04-26,CUST-2573,40,Other,Midwest,Illinois,Chicago,Sports,6,156.48,938.88,In-Store
ORD-100860,2024-04-07,CUST-5014,20,Male,West,Washington,Spokane,Sports,3,170.14,510.42,Online
ORD-100861,2022-07-03,CUST-8596,73,Female,West,Washington,Tacoma,Beauty,6,11.28,67.68,Online
ORD-100862,2022-09-07,CUST-9015,59,Female,Midwest,Illinois,Naperville,Sports,8,82.96,663.68,In-Store
ORD-100863,2023-01-06,CUST-7290,48,Other,West,Washington,Tacoma,Clothing,2,58.91,117.82,In-Store
ORD-100864,2023-01-14,CUST-7640,70,Female,West,Colorado,Colorado Springs,Sports,8,34.7,277.6,In-Store
ORD-100865,2022-09-12,CUST-4399,60,Female,Midwest,Michigan,Ann Arbor,Clothing,1,89.89,89.89,In-Store
ORD-100866,2022-09-09,CUST-1641,26,Female,Midwest,Illinois,Naperville,Home,1,43.69,43.69,Online
ORD-100867,2023-09-04,CUST-6956,52,Male,Northeast,New York,Buffalo,Electronics,5,412.54,2062.7,Online
ORD-100868,2024-10-01,CUST-6127,51,Female,South,Georgia,Athens,Sports,4,178.22,712.88,In-Store
ORD-100869,2022-04-02,CUST-4884,20,Male,South,Texas,Houston,Sports,4,156.11,624.44,Online
ORD-100870,2024-05-14,CUST-2218,53,Male,West,Colorado,Denver,Beauty,8,19.16,153.28,Online
ORD-100871,2024-05-21,CUST-3346,52,Male,South,Georgia,Athens,Clothing,6,91.09,546.54,In-Store
ORD-100872,2024-11-13,CUST-3687,44,Female,South,Florida,Orlando,Electronics,4,92.64,370.56,Online
ORD-100873,2022-08-14,CUST-9984,44,Male,Northeast,Massachusetts,Worcester,Home,3,263.28,789.84,Online
ORD-100874,2022-01-21,CUST-2604,42,Other,Midwest,Ohio,Columbus,Electronics,3,339.56,1018.68,In-Store
ORD-100875,2024-09-29,CUST-2565,51,Male,South,Georgia,Savannah,Sports,2,226.21,452.42,Online
ORD-100876,2024-03-08,CUST-3960,40,Female,West,Washington,Tacoma,Clothing,5,16.28,81.4,Online
ORD-100877,2022-11-15,CUST-3070,27,Male,South,Texas,Austin,Home,4,209.9,839.6,Online
ORD-100878,2024-07-26,CUST-3999,46,Other,West,Colorado,Boulder,Home,7,165.77,1160.39,In-Store
ORD-100879,2023-04-14,CUST-6000,58,Female,South,Florida,Orlando,Electronics,2,92.18,184.36,Online
ORD-100880,2022-07-11,CUST-3705,54,Male,South,Georgia,Savannah,Electronics,7,422.37,2956.59,In-Store
ORD-100881,2022-10-07,CUST-8858,49,Female,Northeast,Massachusetts,Boston,Sports,4,229.5,918.0,In-Store
ORD-100882,2024-05-20,CUST-9754,65,Male,Northeast,Pennsylvania,Pittsburgh,Clothing,4,38.6,154.4,Online
ORD-100883,2022-10-01,CUST-9416,40,Female,West,Washington,Spokane,Clothing,6,145.91,875.46,Online
ORD-100884,2023-05-27,CUST-9832,72,Female,Northeast,Massachusetts,Worcester,Beauty,5,39.12,195.6,Online
ORD-100885,2024-03-17,CUST-4562,37,Female,Northeast,Massachusetts,Springfield,Beauty,1,49.13,49.13,In-Store
ORD-100886,2023-11-04,CUST-5888,40,Male,South,Georgia,Atlanta,Beauty,6,10.98,65.88,Online
ORD-100887,2023-02-09,CUST-2388,51,Female,Midwest,Ohio,Columbus,Beauty,1,27.12,27.12,In-Store
ORD-100888,2023-04-09,CUST-8711,43,Male,South,Florida,Miami,Sports,5,45.0,225.0,Online
ORD-100889,2024-06-18,CUST-3651,26,Male,West,California,San Diego,Clothing,2,40.59,81.18,Online
ORD-100890,2024-03-19,CUST-7898,65,Male,Northeast,New York,Rochester,Clothing,8,144.56,1156.48,In-Store
ORD-100891,2022-09-01,CUST-7899,49,Female,Midwest,Ohio,Cleveland,Sports,7,50.23,351.61,In-Store
ORD-100892,2022-02-13,CUST-3066,27,Male,Northeast,Pennsylvania,Philadelphia,Electronics,6,286.32,1717.92,Online
ORD-100893,2022-01-17,CUST-8116,48,Male,West,California,San Diego,Clothing,3,113.45,340.35,Online
ORD-100894,2023-07-30,CUST-2884,73,Male,Midwest,Michigan,Grand Rapids,Clothing,8,110.37,882.96,In-Store
ORD-100895,2024-10-25,CUST-3968,30,Other,Midwest,Illinois,Chicago,Clothing,7,20.18,141.26,In-Store
ORD-100896,2022-10-27,CUST-7984,19,Female,Northeast,New York,Buffalo,Beauty,5,87.02,435.1,In-Store
ORD-100897,2023-03-31,CUST-6507,45,Male,West,Colorado,Denver,Home,2,95.39,190.78,Online
ORD-100898,2023-12-20,CUST-7849,33,Male,Northeast,New York,New York,Electronics,1,413.24,413.24,Online
ORD-100899,2023-08-08,CUST-8734,35,Female,Northeast,Massachusetts,Boston,Home,8,121.8,974.4,Online
ORD-100900,2022-07-18,CUST-1223,61,Female,Midwest,Ohio,Cleveland,Home,6,86.71,520.26,Online
ORD-100901,2024-02-26,CUST-2429,74,Male,Northeast,New York,Rochester,Clothing,4,110.13,440.52,In-Store
ORD-100902,2022-06-03,CUST-9955,57,Male,West,California,San Jose,Clothing,1,32.26,32.26,Online
